hospital_id,hospital_name,country,city,region,month,year,total_admissions,heart_failure_cases,mortality_rate_30day,mortality_rate_90day,mortality_rate_inhospital,readmission_rate_30day,avg_length_of_stay_days,complication_rate,hf_mortality_rate,hf_readmission_rate,hf_avg_los
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,10,2024,1018,70,1.2,4.0,2.8,9.6,6.9,20.1,13.8,18.9,7.9
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,5,2024,662,112,1.2,2.4,1.1,26.2,3.8,9.0,5.6,14.0,7.3
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,6,2024,419,71,1.8,3.9,0.9,7.3,4.8,9.0,6.4,11.7,8.1
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,2,2024,1247,103,1.0,4.2,4.5,16.6,5.1,17.4,8.6,15.7,8.2
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,11,2025,1040,60,2.8,4.7,1.7,8.6,5.7,14.2,4.4,20.6,12.6
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,10,2024,1438,92,6.4,2.9,1.1,27.0,5.8,10.7,4.2,19.0,7.9
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,6,2024,694,93,5.3,5.6,2.8,23.6,4.6,10.8,6.7,40.0,6.6
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,4,2024,2104,103,4.0,6.0,4.4,21.5,4.2,3.4,6.9,13.7,8.4
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,2,2024,1650,194,4.5,4.1,3.0,11.0,7.4,8.5,9.6,29.2,5.6
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,4,2024,1496,122,2.6,3.0,2.3,9.2,4.9,14.1,4.9,25.2,9.8
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,7,2024,436,58,6.7,2.5,2.5,26.8,7.6,18.9,4.0,15.7,4.4
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,6,2024,1463,90,3.8,3.6,2.6,7.9,8.1,5.6,8.0,23.4,8.3
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,6,2024,1464,81,2.1,4.1,1.7,11.9,5.6,5.4,5.8,17.1,10.2
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,2,2024,1867,51,2.3,4.9,1.5,12.4,6.9,20.6,7.0,24.4,6.9
H008,Hospital México,Costa Rica,San José,San José Province,12,2024,1647,62,7.1,2.9,3.1,13.3,6.9,5.7,5.4,17.5,7.9
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,1,2025,1456,29,1.1,3.9,4.6,26.0,4.7,5.4,16.6,15.3,6.9
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,11,2024,1568,104,6.8,3.0,1.1,27.0,4.6,14.2,6.4,39.3,6.9
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,1,2024,1949,27,2.0,8.9,1.2,9.4,5.8,6.5,4.0,10.4,12.1
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,5,2024,1734,102,1.5,6.4,4.5,11.3,3.4,8.1,7.0,13.2,5.5
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,2,2024,2112,87,1.3,6.1,2.3,10.8,5.1,8.4,9.3,38.9,5.9
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,5,2024,1770,30,1.2,3.2,0.7,11.7,7.6,7.2,10.3,17.8,9.9
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,12,2024,1245,70,1.6,7.3,1.1,16.2,4.6,6.1,9.8,23.2,13.2
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,4,2024,627,155,1.2,2.7,1.5,11.0,3.8,16.8,5.8,17.5,12.6
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,12,2024,1007,88,1.3,4.6,2.2,10.3,4.5,13.8,5.3,11.6,10.0
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,3,2024,1625,75,5.3,6.1,1.8,21.5,6.8,6.1,9.4,19.4,6.4
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,9,2024,1714,45,2.7,2.8,2.2,16.0,7.1,4.8,6.9,20.0,9.2
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,10,2024,1912,155,1.9,1.9,2.0,10.9,8.1,4.8,10.3,20.2,7.8
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,2,2024,1052,136,2.9,3.8,0.9,7.7,4.3,21.2,10.1,17.5,6.1
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,12,2024,1252,29,6.4,4.8,1.8,9.6,6.9,9.4,5.7,33.2,7.9
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,6,2024,551,111,3.8,8.4,4.6,23.6,4.7,9.5,9.3,20.6,16.2
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,10,2024,1140,34,1.2,4.1,2.2,7.8,3.8,5.6,10.9,16.8,8.6
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,12,2024,564,75,3.2,2.6,3.1,22.1,5.6,14.8,6.6,8.7,9.6
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,1,2024,1938,125,1.7,3.9,0.7,8.3,6.6,15.9,4.4,15.4,9.5
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,4,2024,543,69,2.2,3.4,3.2,21.5,5.6,19.0,5.4,13.1,15.0
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,11,2024,436,104,2.7,2.3,3.2,12.3,4.9,5.7,16.5,17.1,6.1
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,5,2024,1703,41,1.6,4.6,2.1,20.6,4.4,19.6,4.3,16.2,8.2
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,11,2024,2671,52,2.0,2.9,2.6,8.7,7.6,7.3,6.5,40.0,8.2
H008,Hospital México,Costa Rica,San José,San José Province,5,2024,1604,130,1.5,1.8,1.2,9.1,4.6,14.8,6.8,17.7,7.3
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,7,2025,543,94,1.5,4.9,1.3,26.6,7.4,6.0,3.5,12.8,7.9
H007,Hospital Cayetano Heredia,Peru,Lima,Lima Region,10,2024,1274,88,2.1,2.5,2.1,13.4,8.1,5.4,3.8,24.4,8.3
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,4,2024,613,92,5.5,4.0,1.2,22.4,6.3,12.4,5.3,27.6,8.6
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,4,2024,1298,135,6.7,3.9,1.9,13.1,4.4,8.5,4.9,24.1,6.8
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,9,2024,804,150,2.6,4.0,2.2,13.1,5.1,5.6,6.0,13.3,7.9
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,10,2024,1578,105,1.0,4.0,0.9,12.7,6.9,4.3,6.9,9.6,8.7
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,12,2024,2196,53,1.9,4.6,2.1,15.5,5.1,11.1,5.0,36.8,8.3
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,3,2024,1298,104,1.1,3.0,1.1,12.6,6.9,14.0,3.1,12.4,7.7
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,8,2024,1967,124,6.7,9.0,1.8,26.5,6.5,9.2,7.0,13.0,12.5
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,2,2024,1214,30,1.9,5.7,1.3,10.1,5.1,14.9,4.2,31.2,7.8
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,11,2024,748,73,3.6,3.2,5.8,21.7,5.1,19.2,6.8,18.7,7.9
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,4,2024,868,124,6.9,5.4,4.5,26.6,4.1,19.7,5.6,19.8,7.9
H009,Hospital Roosevelt,Guatemala,Guatemala City,Guatemala Department,8,2024,1755,48,4.7,3.7,0.7,19.7,4.3,18.7,4.9,13.0,7.0
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,12,2024,1714,47,1.2,1.8,1.9,12.6,4.2,7.2,9.3,9.8,7.5
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,1,2025,1712,91,5.0,2.5,1.1,21.0,4.5,6.1,2.6,13.9,8.1
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,3,2025,1800,112,1.4,7.2,1.8,7.9,6.5,4.8,9.8,18.1,15.2
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,10,2024,1842,136,1.1,4.2,4.6,10.1,5.9,7.1,10.3,18.7,5.6
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,2,2024,1011,61,3.7,2.6,3.0,21.7,6.9,5.3,7.2,13.2,6.9
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,1,2024,1229,86,2.6,4.1,2.6,10.4,4.9,6.0,6.5,33.6,5.5
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,10,2024,1326,194,4.0,8.7,1.8,9.5,7.0,10.5,16.2,12.2,4.9
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,8,2024,1949,60,1.2,6.8,4.4,8.8,3.9,17.3,6.3,11.8,5.4
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,6,2024,1688,90,2.1,7.3,1.2,25.5,4.8,6.0,12.9,13.4,5.7
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,1,2024,2187,130,5.2,3.2,3.4,21.0,5.1,5.8,4.5,14.8,16.5
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,2,2024,1949,48,6.9,2.5,1.9,13.4,6.6,14.6,5.3,11.8,6.2
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,1,2024,1746,155,7.1,3.5,2.6,27.0,4.9,4.3,4.5,20.9,6.3
H020,Hospital General de Agudos,Argentina,Buenos Aires,Buenos Aires Province,5,2024,1867,153,1.8,2.9,0.8,12.3,6.5,13.8,6.4,14.0,8.2
H016,Hospital CIMA,Costa Rica,San José,San José Province,12,2025,413,88,1.5,3.2,2.9,27.0,6.9,13.8,4.2,27.1,12.1
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,1,2024,868,188,1.0,2.6,1.6,9.2,5.3,3.7,4.7,17.8,7.1
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,4,2024,1008,53,1.4,2.5,1.7,7.9,4.3,24.3,6.0,16.8,6.9
H018,Hospital San Juan de Dios,Bolivia,La Paz,La Paz Department,9,2024,1912,103,2.3,2.8,1.1,16.9,5.6,18.9,16.6,9.2,10.1
H017,Hospital Clínica Bíblica,Costa Rica,San José,San José Province,12,2024,860,75,1.4,3.2,5.2,14.3,5.1,10.2,10.1,20.6,6.7
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,6,2024,756,117,1.0,2.1,0.9,11.8,4.4,17.1,7.1,20.5,8.1
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,3,2025,2196,103,2.4,2.6,1.1,13.6,5.6,6.4,9.3,24.9,9.7
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,12,2024,1773,42,5.7,4.5,0.7,23.8,4.5,14.7,12.8,15.3,8.1
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,2,2024,2671,87,1.0,3.2,3.4,13.6,8.9,8.7,4.3,15.2,8.5
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,1,2025,1274,158,5.3,4.1,3.1,21.7,5.1,5.0,3.2,24.7,4.8
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,12,2024,2104,63,3.7,3.0,1.0,8.3,4.2,4.8,4.8,12.8,11.8
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,1,2024,1237,91,1.5,3.6,4.8,14.0,5.8,7.0,17.0,26.6,6.9
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,11,2024,768,125,6.7,6.5,2.2,27.1,4.3,5.5,5.4,17.5,9.7
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,9,2024,756,147,1.5,2.6,2.0,9.1,4.3,8.1,4.4,14.9,6.6
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,9,2024,1312,133,1.1,2.7,5.7,8.6,4.3,9.3,13.1,19.2,6.3
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,3,2024,1964,134,2.5,3.8,2.3,10.5,6.1,6.9,7.6,20.2,6.0
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,5,2024,1717,104,1.6,3.7,1.9,27.1,4.3,10.2,12.3,24.1,7.8
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,11,2024,2745,81,2.1,7.5,1.9,10.3,5.2,9.3,9.9,12.1,7.3
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,6,2025,712,90,5.6,4.7,4.4,21.8,6.9,10.8,5.0,9.1,8.9
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,1,2024,1254,126,1.1,4.2,1.9,12.9,8.1,17.4,12.0,13.5,6.3
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,6,2024,1298,71,1.4,4.8,3.0,9.7,6.9,14.3,3.2,9.8,6.1
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,9,2024,1637,69,1.5,7.9,1.9,10.9,4.4,7.4,7.6,13.2,7.9
H010,Hospital Escuela,Honduras,Tegucigalpa,Francisco Morazán,2,2025,1734,34,5.3,5.7,1.6,20.4,5.5,4.4,5.8,19.9,7.9
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,10,2024,691,47,1.6,4.8,1.2,10.4,11.0,5.3,2.7,29.7,5.9
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,1,2024,567,58,1.5,2.7,1.8,10.8,7.4,10.4,4.2,9.2,13.7
H014,Hospital Sírio-Libanês,Brazil,São Paulo,Southeast Brazil,9,2024,1604,105,0.9,3.9,1.6,14.7,5.7,8.5,12.7,15.3,6.1
H008,Hospital México,Costa Rica,San José,San José Province,11,2024,923,80,6.8,8.9,1.6,9.4,7.1,12.2,7.8,19.6,12.6
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,1,2024,1008,90,1.6,5.3,1.1,9.7,4.2,10.4,3.5,14.2,9.3
H004,Hospital San Vicente de Paúl,Colombia,Medellín,Antioquia,12,2024,1289,88,5.2,1.9,0.8,6.8,8.9,9.5,7.1,18.4,8.2
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,7,2024,560,45,6.8,4.6,2.9,27.2,9.0,8.7,4.3,13.5,6.5
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,9,2024,2164,118,3.0,5.3,1.2,20.4,4.9,19.3,16.9,13.7,6.5
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,3,2024,2687,133,1.9,2.3,4.8,7.9,4.4,7.0,5.3,12.4,5.2
H019,Hospital del Salvador,Chile,Santiago,Metropolitan Santiago,1,2024,1123,103,2.5,2.3,1.5,11.9,5.7,10.8,3.2,12.2,4.9
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,6,2024,1087,75,3.6,7.3,1.1,13.1,3.9,13.5,7.8,39.3,7.8
H003,Clínica Alemana,Chile,Santiago,Metropolitan Santiago,7,2024,2703,133,4.5,3.7,1.1,13.1,5.9,21.0,2.6,17.0,8.7
H024,Hospital de Especialidades,Ecuador,Guayaquil,Guayas Province,9,2024,436,51,4.0,3.0,4.5,9.5,5.2,13.1,5.7,14.4,9.8
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,12,2024,429,41,6.8,2.4,1.4,26.6,5.9,14.3,8.5,13.6,12.3
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,10,2024,1290,156,2.2,2.5,3.1,11.1,4.8,9.5,4.2,14.7,7.0
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,11,2024,1306,91,3.8,2.9,0.8,10.1,5.2,22.8,6.0,25.6,6.5
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,8,2024,596,131,4.2,6.3,1.7,7.7,10.8,8.8,12.8,13.4,10.4
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,2,2024,413,113,2.4,3.5,1.8,8.9,4.4,10.4,15.9,18.9,9.6
H026,Hospital Universitario de Neiva,Colombia,Neiva,Huila,9,2024,1625,79,1.9,3.9,2.4,18.7,7.5,6.2,11.5,19.0,8.4
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,12,2024,1320,122,6.7,7.7,1.7,10.6,6.1,10.7,6.6,31.7,6.2
H005,Hospital Maciel,Uruguay,Montevideo,Montevideo,5,2024,1296,60,2.4,2.1,1.6,16.7,3.9,6.8,9.7,20.3,4.6
H001,Hospital General de México,Mexico,Mexico City,Central Mexico,4,2024,1740,42,1.6,6.0,2.3,8.5,7.1,11.4,6.7,12.5,8.2
H022,Hospital Clínico Universidad Católica,Chile,Santiago,Metropolitan Santiago,10,2024,1140,102,1.7,4.0,3.1,27.3,7.6,6.4,13.8,15.0,11.1
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,1,2024,874,115,1.6,2.3,3.1,8.3,4.5,7.7,6.8,14.2,7.4
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,7,2024,627,105,6.4,4.0,1.0,27.0,6.6,5.6,3.2,24.7,7.1
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,1,2025,2205,104,1.2,5.6,3.7,6.8,4.8,6.3,5.3,19.4,9.7
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,12,2024,426,192,2.1,2.6,0.9,10.7,6.7,17.2,5.6,27.6,6.5
H021,Hospital Base Valdivia,Chile,Valdivia,Los Ríos Region,5,2024,976,47,4.0,3.9,4.0,13.9,6.4,6.4,6.0,25.1,8.1
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,12,2024,1823,125,6.8,4.4,2.8,9.4,8.3,24.2,13.1,14.2,9.6
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,2,2024,1482,126,1.7,6.6,5.5,7.9,8.8,4.2,6.5,33.6,9.6
H013,Hospital Privado Universitario,Argentina,Córdoba,Córdoba Province,9,2024,1964,58,2.5,3.7,3.4,16.8,4.0,7.9,16.6,15.7,6.6
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,1,2024,1747,75,1.5,2.4,3.0,13.5,3.8,8.0,4.0,13.0,9.7
H016,Hospital CIMA,Costa Rica,San José,San José Province,1,2024,1767,62,1.5,4.2,1.1,8.8,6.9,12.7,12.7,17.4,5.1
H006,Hospital Italiano,Argentina,Buenos Aires,Buenos Aires Province,1,2024,1545,29,3.7,6.0,3.0,9.3,8.7,13.0,3.6,12.1,9.5
H025,Hospital Santo Tomás,Panama,Panama City,Panama Province,9,2024,2156,37,3.8,6.7,1.2,8.5,3.5,5.8,5.4,12.6,7.1
H002,Hospital Israelita Albert Einstein,Brazil,São Paulo,Southeast Brazil,12,2024,1762,104,1.1,2.6,2.0,17.7,5.2,6.1,9.9,23.1,9.4
H023,Hospital Universitario Fundación Santa Fe,Colombia,Bogotá,Cundinamarca,9,2024,878,108,1.4,3.2,3.4,15.6,4.3,7.1,6.5,28.5,12.6
H012,Hospital das Clínicas,Brazil,São Paulo,Southeast Brazil,10,2024,1295,149,2.7,1.9,1.1,9.1,6.5,11.7,4.7,13.5,8.1
H011,Hospital Universitario de Caracas,Venezuela,Caracas,Capital District,12,2024,1487,36,6.4,7.5,0.8,27.2,5.1,6.5,3.9,12.9,9.7
H015,Fundación Cardioinfantil,Colombia,Bogotá,Cundinamarca,2,2024,1474,72,1.8,2.3,1.1,15.7,6.7,3.6,6.8,17.1,4.8
